size,price,date
260,129000,2026-02-13
270,134000,2026-02-13
260,129000,2026-02-13
260,128000,2026-02-13
265,123000,2026-02-13
260,128000,2026-02-13
265,127000,2026-02-13
270,135000,2026-02-13
260,128000,2026-02-13
270,134000,2026-02-13
260,127000,2026-02-13
270,135000,2026-02-13
275,136000,2026-02-13
265,122000,2026-02-13
265,127000,2026-02-13
260,128000,2026-02-13
275,136000,2026-02-13
255,141000,2026-02-13
285,147000,2026-02-13
280,150000,2026-02-13
275,136000,2026-02-13
295,199000,2026-02-13
290,157000,2026-02-13
270,134000,2026-02-13
280,140000,2026-02-13
270,135000,2026-02-13
255,144000,2026-02-13
270,135000,2026-02-13
275,138000,2026-02-13
260,129000,2026-02-13
265,130000,2026-02-13
265,130000,2026-02-13
270,134000,2026-02-13
250,136000,2026-02-13
255,154000,2026-02-13
260,129000,2026-02-13
270,135000,2026-02-13
255,144000,2026-02-13
280,144000,2026-02-13
260,129000,2026-02-13
275,138000,2026-02-13
270,135000,2026-02-13
260,129000,2026-02-13
275,136000,2026-02-13
260,130000,2026-02-13
270,135000,2026-02-13
270,134000,2026-02-13
265,130000,2026-02-13
255,142000,2026-02-13
260,129000,2026-02-13
275,137000,2026-02-13
265,129000,2026-02-13
230,179000,2026-02-13
270,135000,2026-02-13
265,129000,2026-02-13
270,135000,2026-02-13
265,130000,2026-02-13
265,130000,2026-02-13
270,135000,2026-02-13
260,128000,2026-02-13
250,138000,2026-02-13
265,130000,2026-02-13
265,130000,2026-02-13
280,145000,2026-02-13
275,137000,2026-02-13
260,128000,2026-02-13
285,148000,2026-02-13
255,134000,2026-02-13
270,134000,2026-02-13
275,136000,2026-02-13
265,130000,2026-02-13
270,133000,2026-02-13
270,134000,2026-02-13
275,135000,2026-02-13
280,145000,2026-02-13
265,128000,2026-02-13
275,135000,2026-02-13
285,147000,2026-02-13
275,135000,2026-02-13
270,133000,2026-02-13
270,133000,2026-02-13
265,130000,2026-02-13
265,130000,2026-02-13
260,127000,2026-02-13
270,133000,2026-02-13
275,135000,2026-02-13
270,133000,2026-02-13
265,129000,2026-02-13
285,139000,2026-02-13
260,127000,2026-02-13
275,135000,2026-02-13
260,128000,2026-02-13
270,133000,2026-02-13
225,158000,2026-02-13
300,183000,2026-02-13
260,129000,2026-02-13
270,133000,2026-02-13
270,133000,2026-02-13
270,133000,2026-02-13
255,129000,2026-02-13
255,138000,2026-02-13
275,135000,2026-02-13
250,138000,2026-02-13
260,128000,2026-02-13
280,145000,2026-02-13
255,129000,2026-02-13
275,135000,2026-02-13
280,142000,2026-02-13
260,128000,2026-02-13
280,145000,2026-02-13
260,127000,2026-02-13
270,131000,2026-02-13
270,132000,2026-02-13
270,133000,2026-02-13
265,130000,2026-02-13
250,138000,2026-02-13
280,145000,2026-02-13
265,130000,2026-02-13
265,128000,2026-02-13
280,145000,2026-02-13
265,129000,2026-02-13
275,135000,2026-02-13
270,133000,2026-02-13
275,135000,2026-02-13
275,135000,2026-02-13
250,138000,2026-02-13
260,126000,2026-02-13
270,132000,2026-02-13
275,135000,2026-02-13
260,126000,2026-02-13
260,127000,2026-02-13
270,133000,2026-02-13
255,140000,2026-02-13
275,135000,2026-02-13
265,129000,2026-02-13
285,147000,2026-02-13
270,133000,2026-02-13
275,135000,2026-02-13
265,128000,2026-02-13
270,133000,2026-02-13
270,133000,2026-02-13
280,144000,2026-02-13
270,132000,2026-02-13
270,133000,2026-02-13
260,127000,2026-02-13
260,127000,2026-02-13
260,128000,2026-02-13
270,132000,2026-02-13
270,133000,2026-02-13
265,128000,2026-02-13
265,129000,2026-02-13
265,129000,2026-02-13
